country,company,wiki_url,official_sites,possible_official_sites,status_note,company_summary,founded_year,headquarters,products,employees,revenue
United States,"Kuli Kuli, Inc.","https://en.wikipedia.org/wiki/Kuli_Kuli,_Inc.",,,Manual Check Required,"Kuli Kuli Inc. is a food business based in Oakland, CA, and the first company to introduce Moringa oleifera to the USA market in the form of energy bars, powders, smoothie mixes, and energy shots. Moringa is a nutritious plant food. Kuli Kuli's CEO, Lisa Curtis, started the company after working wit...",2011.0,"Oakland, California, United States","Moringa, Food Bars, Pure Moringa Vegetable Powder, Moringa Green Energy Shot",,
United States,The Leavitt Corporation,https://en.wikipedia.org/wiki/The_Leavitt_Corporation,http://www.teddie.com,,Confirmed,"The Leavitt Corporation is a manufacturer of nuts and peanut butter, formed by Michael Hintlian in 1925. Its manufacturing facility is in Everett, Massachusetts. Leavitt has about 100 employees. James T. Hintlian was the CEO in 2007. He was followed by his son, Mark Hintlian.",1925.0,"Everett, Massachusetts, United States",Teddie brand peanut butter and River Queen Nuts,100~,
United States,Little Crow Foods,https://en.wikipedia.org/wiki/Little_Crow_Foods,,http://www.littlecrowfoods.com/history/,Potential,"Little Crow Foods was a food company based in Warsaw, Indiana. It was founded in 1903 by W.F. Maish, Sr. as a flour mill. After a major fire in 1919, the company began selling five-pound sacks of pancake mix. CoCo Wheats (hot cereal) were introduced in 1930, Miracle Maize (corn bread and muffin mix)...",,,,,
United States,Love Grown Foods,https://en.wikipedia.org/wiki/Love_Grown_Foods,,http://www.lovegrownfoods.com/,Potential,Love Grown Foods is a natural food company that manufactures a line of all natural breakfast foods. The company was founded in January 2008 by Maddy D’Amato and Alex Hasulak after developing their product line as undergraduate students at the University of Denver. The company markets its products in...,,,,,
United States,Magnolia Bakery,https://en.wikipedia.org/wiki/Magnolia_Bakery,https://www.magnoliabakery.com/,,Confirmed,"Magnolia Bakery is a chain of bakeries founded in New York City. The first location opened in 1996 at 401 Bleecker Street, on the corner of West 11th Street in the West Village neighborhood of Manhattan. The bakery is known for its desserts, especially its cupcakes and banana pudding.",,"New York City, New York, United States",,,
United States,MFA Incorporated,https://en.wikipedia.org/wiki/MFA_Incorporated,https://www.mfa-inc.com/,,Confirmed,"MFA Incorporated is a Midwest-based regional agricultural cooperative serving more than 45,000 farmer/owners in Missouri and adjacent states. Founded on March 10, 1914, MFA, which once stood for Missouri Farmers Association, traces its beginnings to a one-room schoolhouse near Brunswick, Missouri. A...",1914.0,"Columbia, Missouri, U.S.",,"1,200",
United States,Peanut Butter & Co.,https://en.wikipedia.org/wiki/Peanut_Butter_%26_Co.,http://ilovepeanutbutter.com,,Confirmed,"Peanut Butter & Co. is a peanut butter brand based in New York City. Founded in 1998 by Lee Zalben, from 1998 to 2016, the company operated a sandwich shop in Greenwich Village, which sold gourmet peanut butter sandwiches for $5. The company by 1999 was selling a line of peanut butter to supermarket...",,,,,
United States,POET,https://en.wikipedia.org/wiki/POET,http://www.poet.com/,,Confirmed,"POET LLC is a U.S. biofuel company that specializes in the creation of bioethanol. The privately held corporation, which was originally called Broin Companies, is headquartered in Sioux Falls, South Dakota. In 2007, the Renewable Fuels Association named POET the largest U.S. ethanol producer, creati...",1986.0,"Sioux Falls, South Dakota",,"2,000",$6.5 billion (2017)
United States,Riceland Foods,https://en.wikipedia.org/wiki/Riceland_Foods,,,Manual Check Required,"Riceland Foods, Inc. is a farmer-owned rice and soybean marketing cooperative with headquarters in Stuttgart, Arkansas, United States. The cooperative was founded in 1921 and has become a major rice and grain miller and a global marketer of the same. Approximately 5000 farmers own or deliver to the ...",1921.0,"Stuttgart, Arkansas, United States","Rice, soy, and grain byproducts",,$1.3 billion (2022)
United States,Two Degrees Food,https://en.wikipedia.org/wiki/Two_Degrees_Food,https://web.archive.org/web/20140211054558/http://twodegreesfood.com/,,Confirmed,"Two Degrees Food was a one-for-one food company that produced vegan snack bars. One of their main ways to promote their business was using some of their profit to give food to hungry children. Will Hauser and Lauren Walters launched the company in 2011, and it went out of business in 2017.",2010.0,"San Francisco, California",Nutritious Vegan Snack,,
United States,U.S. Mills,https://en.wikipedia.org/wiki/U.S._Mills,http://www.attunefoods.com/,,Confirmed,"U.S. Mills is an American packaged food products company specializing in natural, organic, and specialty cereals, cookies, and crackers. Their products are sold through supermarkets, wholesale grocers, and natural food distributors nationwide. Their brands include Uncle Sam Cereal, Erewhon, New Morn...",1908.0,"Needham, Massachusetts",,,
United States,United Cooperative,https://en.wikipedia.org/wiki/United_Cooperative,,http://www.unitedcooperative.com/,Potential,"United Cooperative is an American agricultural supply cooperative based in Beaver Dam, Wisconsin. They supply feed, grain, agronomy, and energy products to customers.",1936.0,"Beaver Dam, Wisconsin, United States",,500 (2011),$672 million
United States,Amano Artisan Chocolate,https://en.wikipedia.org/wiki/Amano_Artisan_Chocolate,,https://books.google.com/books?id=pGUyDwAAQBAJ,Potential,"Amano Artisan Chocolate is an American bean-to-bar chocolate manufacturer based in Orem, Utah.",2005.0,"Orem, Utah",Confectionery,,
United States,American Licorice Company,https://en.wikipedia.org/wiki/American_Licorice_Company,http://www.americanlicorice.com/,,Confirmed,"American Licorice Company is an American candy manufacturer founded in Chicago, Illinois in 1914, and headquartered in La Porte, Indiana. The company has manufacturing facilities in Union City, California and La Porte.",1914.0,"La Porte, Indiana, U.S.",,,
United States,Annabelle Candy Company,https://en.wikipedia.org/wiki/Annabelle_Candy_Company,http://www.annabellecandy.com/,,Confirmed,"The Annabelle Candy Company, also known as Annabelle's, is a candy manufacturer based in Hayward, California, United States. The company was founded in San Francisco, California in 1950 by Russian immigrant Sam Altshuler, who named the company after his daughter.",1950.0,"27211 Industrial Blvd., Hayward, California, U.S.","Rocky Road, ,, Big Hunk, ,, Abba-Zaba, ,, U-No, ,, Look!",,
United States,Askinosie Chocolate,https://en.wikipedia.org/wiki/Askinosie_Chocolate,,,Manual Check Required,"Askinosie Chocolate is a small batch, bean-to-bar chocolate manufacturer based in Springfield, Missouri.",2007.0,,Single Origin Chocolate,,
United States,Boyer Brothers,https://en.wikipedia.org/wiki/Boyer_Brothers,http://www.boyercandies.com/,,Confirmed,"Boyer Candy Company is an American candy company located in Altoona, Pennsylvania. The factory is located in the downtown district. Boyer Candy is privately owned by Consolidated Brands, which is owned by the Forgione family.",1936.0,"Altoona, Pennsylvania, USA","Chocolate, products",500 (2021),US$10 Million (2021)
United States,Brach's,https://en.wikipedia.org/wiki/Brach%27s,http://www.brachs.com/,,Confirmed,Brach's (/ˈbrɑːks/) is a candy and sweets brand of Ferrara Candy Company.,,,,,
United States,Brown and Haley,https://en.wikipedia.org/wiki/Brown_and_Haley,,https://www.brown-haley.com,Potential,"Almond Roca is a brand of chocolate-covered, hard toffee with a coating of ground almonds. It is similar to chocolate-covered English toffee. The candy is manufactured by the Brown & Haley Co. of Tacoma, Washington, founded in 1912 by Harry Brown and J.C. Haley.",,,,,
United States,Carolina Foods,https://en.wikipedia.org/wiki/Carolina_Foods,,http://carolinafoodsinc.com/,Potential,"Carolina Foods Incorporated is a private confectionery corporation and bakery headquartered in Charlotte, North Carolina, United States. Founded in 1934, it is known for its Duchess brand honey buns and doughnuts and has been featured on the Food Network.",1934.0,"Charlotte, North Carolina, United States",Duchess-brand snack foods,425 (2014),
United States,Chagrin Falls Popcorn Shop,https://en.wikipedia.org/wiki/Chagrin_Falls_Popcorn_Shop,,http://www.chagrinfallspopcorn.com/,Potential,"The Chagrin Falls Popcorn Shop, established in 1875, is a popcorn and candy shop located in the village of Chagrin Falls, Cuyahoga County, Ohio. It was originally established as a retail showcase for The Pride of the Falls flour mill, which was powered by the Chagrin River. The store opened a second...",,,,,
United States,Chocolove,https://en.wikipedia.org/wiki/Chocolove,http://www.chocolove.com/,,Confirmed,"Chocolove is a chocolate manufacturer with headquarters and a manufacturing facility in Boulder, Colorado, founded in 1995 by entrepreneur Timothy Moley. The company produces all-natural and organic chocolate bars. Chocolove imports chocolate and cocoa butter from Belgium to produce its chocolate.",1996.0,"Boulder, Colorado, United States",Chocolates,,
United States,Dagoba Chocolate,https://en.wikipedia.org/wiki/Dagoba_Chocolate,http://www.dagobachocolate.com,,Confirmed,Dagoba Organic Chocolate was a brand of chocolate founded in 2001 by Frederick Schilling. The Hershey Company acquired Dagoba in 2006 but in June 2021 Dagoba again became a privately held company. Hershey divested the Dagoba chocolate brand along with Krave Pure Foods and Scharffen Berger in order t...,2001.0,"Ashland, Oregon, United States",Organic chocolate,,
United States,Dan's Chocolates,https://en.wikipedia.org/wiki/Dan%27s_Chocolates,,http://www.danschocolates.com/,Potential,"Dan's Chocolates is a Burlington, Vermont chocolate maker.",,,,,
United States,Dylan's Candy Bar,https://en.wikipedia.org/wiki/Dylan%27s_Candy_Bar,http://www.dylanscandybar.com,,Confirmed,"Dylan's Candy Bar is a chain of boutique candy shops and candy supplier currently located in New York City; East Hampton, New York; and Los Angeles, as well as several US airports and in wholesale venues around the globe. It is owned by Dylan Lauren.",2001.0,New York City,,,
United States,Friesinger's Candies,https://en.wikipedia.org/wiki/Friesinger%27s_Candies,https://web.archive.org/web/20100205045510/http://www.friesingers.com/FRShop/main.asp,,Confirmed,"Friesinger's Candy is an Ohio based confectionery company. Subsidiaries include Riverdale Fine Foods, Candy Farm, Minute Fudge, Yuletide and Dayton Nut and Candy based in Dayton, Ohio. The companies makes products including the historic coconut bar, also known as a Neapolitan three color coconut bar...",,,,,
United States,Georgetown Cupcake,https://en.wikipedia.org/wiki/Georgetown_Cupcake,http://www.georgetowncupcake.com/,,Confirmed,"Georgetown Cupcake is a cupcakery based in the Georgetown neighborhood of Washington, D.C. Sisters Katherine Berman (née Kallinis) and Sophie LaMontagne (née Kallinis) opened the shop in February 2008.",2008.0,,,,
United States,Gertrude Hawk Chocolates,https://en.wikipedia.org/wiki/Gertrude_Hawk_Chocolates,,http://www.gertrudehawkchocolates.com/,Potential,"Gertrude Hawk Chocolates is a chocolate company based in Dunmore, Pennsylvania.",1936.0,"Dunmore, Pennsylvania, U.S.",,550,
United States,Giambri's Quality Sweets,https://en.wikipedia.org/wiki/Giambri%27s_Quality_Sweets,http://www.giambris.com/,,Confirmed,"Giambri's is a historic candy shop and confectioner in Clementon, New Jersey. Italian born James Giambri immigrated to the U.S. in 1900 and opened the business in 1915 in Philadelphia with help from wife Mary and sister Giovanina. He retired in 1971 his nephew Anthony Giambri, Sr., took over, reloca...",,,,,
United States,Goetze's Candy Company,https://en.wikipedia.org/wiki/Goetze%27s_Candy_Company,http://www.goetzecandy.com/,,Confirmed,"Goetze's Candy Company, Inc., (pronounced gets) is an American confectionery company based in Baltimore, Maryland specializing in caramel-based candies. Goetze's was established in 1895 as the Baltimore Chewing Gum Company by August Goetze and his son, William. In 1917, the family developed a soft, ...",1895.0,"3900 E Monument St, Baltimore, Maryland, U.S.","Caramel Creams, Cow Tales",120 (2021),US $25-$100 million (2022)
United States,Guittard Chocolate Company,https://en.wikipedia.org/wiki/Guittard_Chocolate_Company,,,Manual Check Required,"37°35′51″N 122°22′46″W﻿ / ﻿37.597452°N 122.379557°W﻿ / 37.597452; -122.379557 Guittard Chocolate Company is an American-based chocolate maker which produces couverture chocolate, using original formulas and traditional French methods. The company was founded in 1868 and is headquartered in Burlingam...",1868.0,"Burlingame, California, United States","Confectionery, Couverture chocolate",240,
United States,The Hershey Company,https://en.wikipedia.org/wiki/The_Hershey_Company,https://www.thehersheycompany.com/en_us/home.html,,Confirmed,"The Hershey Company, often called Hershey or Hershey's, is an American multinational confectionery company headquartered in Hershey, Pennsylvania, which is also home to Hersheypark and Hershey's Chocolate World. The Hershey Company is one of the largest chocolate manufacturers in the world; it also ...",1894.0,"Hershey, Pennsylvania, U.S.",,"17,550 (2025)",US$ 11.7 billion (2025)
United States,Idaho Candy Company,https://en.wikipedia.org/wiki/Idaho_Candy_Company,,,Manual Check Required,"The Idaho Candy Company is a candy manufacturer in Boise, Idaho, United States. They are best known for the Idaho Spud bar, which has a cult following in the Northwestern United States. The company has been making the popular bar of marshmallow filling covered in chocolate and coconut since 1918. Th...",,,,,
United States,Impact Confections,https://en.wikipedia.org/wiki/Impact_Confections,,,Manual Check Required,"Impact Confections is an American candy manufacturer founded in 1981. It trades under the WARHEADS brand and Melster Candies Brands. WARHEADS is a brand of sour candies. Melster Candies, established in 1919, is a brand of marshmallow candies. Most of Impact Confections' branded and co-manufactured c...",1981.0,,,,
United States,Jelly Belly,https://en.wikipedia.org/wiki/Jelly_Belly,https://www.jellybelly.com,,Confirmed,"Jelly Belly Candy Company, formerly known as Herman Goelitz Candy Co. and Goelitz Confectionery Co., is an American company that manufactures Jelly Belly jelly beans and other candy. The company is based in Fairfield, California, with a second manufacturing facility in North Chicago, Illinois. A dis...",1869.0,"Fairfield, California","Jelly beans, , candy corn, mellocremes, gummies, jells, chocolate confections",800,$190 million
United States,Joyva,https://en.wikipedia.org/wiki/Joyva,,http://www.joyva.com/,Potential,"Joyva is a chocolate and confectionery manufacturer headquartered in Brooklyn, New York. ""The house that sesame built"" was started in 1907 by an immigrant from Kyiv, Ukraine, Nathan Radutzky, who wanted to start a company producing and selling sesame-based halvah. The company is still family-owned a...",1907.0,"Brooklyn, New York","Candy bars, ,, Halva",,
United States,Just Born,https://en.wikipedia.org/wiki/Just_Born,http://www.justborn.com,,Confirmed,"Just Born, Inc., is an American family-owned confectionery company based in Bethlehem, Pennsylvania. It manufactures and markets a number of confectionery, including Goldenberg's Peanut Chews, Hot Tamales, Mike and Ike, Peeps and Teenee Beanee jelly beans. Advertising its products with the slogan ""a...",1923.0,"1300 Stefko Boulevard, Bethlehem, Pennsylvania, United States",Candies,600 (2021),US$301 million (2021)
United States,Marich Confectionery,https://en.wikipedia.org/wiki/Marich_Confectionery,,http://www.marich.com,Potential,"Marich Confectionery (pronounced ""Mahr-ich"") is a U.S.-based confectioner that was established in 1983 by Marinus van Dam, creator of the Jelly Belly brand of jelly beans. The company's operations are located in Hollister, California.",1983.0,"Hollister, California","Sugar Panning,, Chocolate, , Truffles, Candies, Jelly Beans, Cookies",,
United States,"Mars, Incorporated","https://en.wikipedia.org/wiki/Mars,_Incorporated",http://www.mars.com/,,Confirmed,"Mars, Incorporated (doing business as Mars Inc.) is an American multinational manufacturer of confectionery, pet food, and other food products and a provider of animal care services founded on June 23, 1911. Mars is headquartered in McLean, Virginia, in the Washington metropolitan area, and is entir...",1911.0,"McLean, Virginia, U.S.","Confectionery, Gum, Candy, Mints, Beverages, Foodstuffs, Cereals, (outside North America), Crackers, Toaster pastries, Pet food, and supplies","150,000 (2026)",US$ 65 billion  (2026)
United States,Mast Brothers,https://en.wikipedia.org/wiki/Mast_Brothers,https://mastbrothers.com,,Confirmed,"Mast is an American artisanal chocolate company headquartered in Brooklyn, New York. The company was founded in 2007 by brothers Rick and Michael Mast from Primghar, Iowa. Mast Brothers, according to Vanity Fair, is ""widely credited for introducing artisanal chocolate to mainstream American culture""...",2007.0,,"Chocolate bars, beverages, and confections.",,
United States,Mondelez International,https://en.wikipedia.org/wiki/Mondelez_International,https://www.mondelezinternational.com/,,Confirmed,"Mondelez International, Inc. (stylised as Mondelēz; /ˌmɒndəˈliːz/ MON-də-LEEZ) is an American multinational confectionery, food, holding, beverage, and snack food company based in Chicago. Mondelez has an annual revenue of about $38.5 billion and operates in approximately 160 countries. It ranked No...",1923.0,"Chicago, Illinois, U.S.",Confectionery,"91,000 (2025)",US$ 38.5 billion (2025)
United States,Reed's Candy,https://en.wikipedia.org/wiki/Reed%27s_Candy,,,Manual Check Required,"Reed's Candy was a range of candies manufactured by the Reed Candy Company in Chicago. Since 2012, four flavors of Reed's hard candies have been manufactured by Iconic Candy Co. of New York City.",1893.0,New York City,,,
United States,Rocky Mountain Chocolate Factory,https://en.wikipedia.org/wiki/Rocky_Mountain_Chocolate_Factory,http://www.rmcf.com/,,Confirmed,"Rocky Mountain Chocolate, formerly Rocky Mountain Chocolate Factory, Inc., is an international franchiser, confectionery manufacturer and retail operator in the United States, with outlets in Panama and the Philippines. The company is based in the town of Durango, Colorado, United States of America....",1981.0,"Durango, Colorado, United States",,217 (2022),"32,342,579 United States dollar (2022)"
United States,Sanders Confectionery,https://en.wikipedia.org/wiki/Sanders_Confectionery,,https://detroithistorical.org/learn/encyclopedia-of-detroit/sanders,Potential,"Sanders Chocolates is an American brand of chocolates that was founded by Fred Sanders on June 17, 1875. According to company history, by the mid-20th century, the company operated 57 retail stores in the Great Lakes region, featuring counter service offering candy, fudge toppings, baked goods, ligh...",,,,,
United States,Sarris Candies,https://en.wikipedia.org/wiki/Sarris_Candies,http://www.sarriscandies.com/,,Confirmed,"Sarris Candies, Inc., is a specialty chocolate and candies company based in Canonsburg, Pennsylvania, approximately 18 miles (29 km) southwest of Pittsburgh. It was founded in 1960 by Frank Sarris.",1960.0,"Canonsburg, Pennsylvania, United States","Baked Goods, and, Confectionery",,
United States,Scharffen Berger Chocolate Maker,https://en.wikipedia.org/wiki/Scharffen_Berger_Chocolate_Maker,https://www.scharffenberger.com/,,Confirmed,"Scharffen Berger is an American chocolate manufacturing company, which was a subsidiary of The Hershey Company after it had been acquired in 2005. Scharffen Berger was established as an independent Berkeley, California-based chocolate maker in 1996 by sparkling wine maker John Scharffenberger and ph...",1996.0,"Ashland, Oregon, United States",Chocolate,,
United States,Schimpff's Confectionery,https://en.wikipedia.org/wiki/Schimpff%27s_Confectionery,https://schimpffs.com/,,Confirmed,"Schimpff's Confectionery is a historic candy maker, confectionery store, and museum located in Jeffersonville, Indiana, within the Old Jeffersonville Historic District.",,,,,
United States,See's Candies,https://en.wikipedia.org/wiki/See%27s_Candies,https://www.sees.com,,Confirmed,"See's Candy Shops, Inc., doing business as See's Candies, is an American manufacturer and distributor of candy, particularly chocolates. It was founded by Charles See, his wife Florence, and his mother Mary in Los Angeles in 1921. The company is headquartered in South San Francisco, California. See'...",1921.0,"South San Francisco, California, U.S.","Chocolate, , candy,, brittle","1,500 year-round, 6,000+ seasonal",US$ $410 million (2016)
United States,Smarties Candy Company,https://en.wikipedia.org/wiki/Smarties_Candy_Company,https://www.smarties.com/,,Confirmed,"Smarties Candy Company (formerly Ce De Candy, Inc.) is a confectionery company well known for its namesake candy, Smarties. Edward ""Eddie"" Dee founded Ce De Candy in Bloomfield, New Jersey, in 1949. Dee emigrated from England to the United States. Edward Dee's granddaughters, Sarah Dee, Jessica Dee ...",1949.0,"Union, New Jersey, United States",Smarties,100,US$15 million (2021)
United States,Spangler Candy Company,https://en.wikipedia.org/wiki/Spangler_Candy_Company,,https://www.spanglercandycompany.com/,Potential,"The Spangler Candy Company is a privately owned confectioner that has been manufacturing and marketing candy for more than a century. Headquartered in Bryan, Ohio, Spangler's products include lollipops, candy canes, and marshmallow circus peanuts. Spangler brand names include Dum-Dums, Bit-O-Honey, ...",1906.0,"400 N Portland St., Bryan, Ohio, U.S. 43506",Candy,650,
United States,Taza Chocolate,https://en.wikipedia.org/wiki/Taza_Chocolate,http://www.tazachocolate.com,,Confirmed,"Taza Chocolate is a Mexican-inspired stoneground, organic chocolate manufacturer based in Somerville, Massachusetts, United States. The factory was founded by Alex Whitmore in 2005 and is home to over 40 different products that can be found in 2,800 retail stores across the country.",2005.0,"Somerville, Massachusetts, US","Stone Ground Origin Bars, Amaze Bars, Chocolate Mexicano Discs, Chocolate Covered Treats, Tazitos Minibars, Baking Products",,
United States,TCHO,https://en.wikipedia.org/wiki/TCHO,http://www.tcho.com,,Confirmed,"TCHO is a plant-based chocolate maker based in Berkeley, California that promotes itself as working with cacao bean farmers and cooperatives to improve growing, fermentation and drying methods. The company's factory and headquarters were previously located on Pier 17 along the Embarcadero, in San Fr...",2005.0,"Berkeley, California, United States","Chocolate bars, ,, couverture chocolate, , cacao nibs,, plant-based, chocolate",,
United States,Unreal Brands,https://en.wikipedia.org/wiki/Unreal_Brands,,https://unrealsnacks.com,Potential,"Unreal Snacks is an American manufacturer of confectionery and other food products without artificial flavors, color, and other non-food additives.",2011.0,"Boston, Massachusetts, United States",,70  (2025),
United States,The Warrell Corporation,https://en.wikipedia.org/wiki/The_Warrell_Corporation,,http://www.warrellcorp.com/,Potential,"The Warrell Corporation is a confectionery and snack food manufacturing company based in Camp Hill, Pennsylvania.",,,,,
United States,Whetstone Chocolates,https://en.wikipedia.org/wiki/Whetstone_Chocolates,http://www.whetstonechocolates.com/,,Confirmed,"Whetstone Chocolates in St. Augustine, Florida was founded in 1967 by Henry Whetstone and Esther Whetstone. The chocolate manufacturer merged with Oakleaf Confections of Toronto, Ontario, Canada and Niagara Chocolates of Buffalo, New York to form SweetWorks in 2002 before selling all of its stock ho...",,,,,
United States,Whitman's,https://en.wikipedia.org/wiki/Whitman%27s,http://www.whitmans.com/,,Confirmed,"Whitman's is one of the largest and oldest brands of boxed chocolates in the United States. Whitman's confections have been produced since 1842, originally by Stephen Whitman in Philadelphia and currently by Kansas City, Missouri-based Russell Stover Candies.",1842.0,"Kansas City, Missouri, U.S., United States","Chocolate, Confections",,
United States,All American Foods,https://en.wikipedia.org/wiki/All_American_Foods,,,Manual Check Required,"All American Foods (AAFI) is an American food ingredient manufacturer, headquartered in Mankato, Minnesota. AAFI operates four manufacturing facilities in Southern Minnesota that produce over 100 dairy and non-dairy food ingredients for human consumption. AAFI produces ingredients for bakery, confec...",1987.0,"Mankato, Minnesota, United States","Pro Mix line of dairy and non-dairy food ingredients, including cheese powder, egg replacers, high fat powder and dried flavouring",,
United States,Alpenrose Dairy,https://en.wikipedia.org/wiki/Alpenrose_Dairy,http://www.alpenrose.com/,,Confirmed,"Alpenrose Dairy is an American brand of dairy products and former manufacturer and home delivery company. Alpenrose was headquartered on their 52 acre namesake dairy facility in Portland, Oregon until 2019, and in 2022, the brand was sold to Smith Brothers Farms. Alpenrose products are still sold by...",1891.0,"Portland, Oregon, US",,,
United States,Aurora Organic Dairy,https://en.wikipedia.org/wiki/Aurora_Organic_Dairy,http://www.auroraorganic.com/,,Confirmed,"Aurora Organic Dairy is an American company, based in Boulder, Colorado, which operates large factory farms, each with thousands of dairy cows, in Colorado and Texas. The company supplies and packages private-label, store-brand, organic dairy products for many of the country's largest grocery chains...",,,,,
United States,BelGioioso Cheese,https://en.wikipedia.org/wiki/BelGioioso_Cheese,https://www.belgioioso.com/,,Confirmed,"BelGioioso Cheese Inc. is a cheese manufacturer in Wisconsin. The company currently operates eight manufacturing facilities, each plant producing, aging, finishing, packaging, and shipping specific cheeses.",1979.0,"Green Bay, Wisconsin, U.S.",Cheese,700+,
United States,Bittersweet Plantation Dairy,https://en.wikipedia.org/wiki/Bittersweet_Plantation_Dairy,http://www.jfolse.com/bittersweet_dairy/index.htm,,Confirmed,"Bittersweet Plantation Dairy was an artisanal dairy in Louisiana that produced award-winning cheeses, yogurts ice cream, and butter. It was started by Chef John Folse. Offerings included fromage triple creams, Bulgarian style Kashkaval, yogurt, various goat cheeses including feta, and Creole cream c...",,,,,
United States,Blue Bell Creameries,https://en.wikipedia.org/wiki/Blue_Bell_Creameries,http://www.bluebell.com/,,Confirmed,"Blue Bell Creameries is an American food company that manufactures and sells ice cream. As of 2015, Blue Bell was the #2 selling ice cream manufacturer in the United States. The company was originally founded in 1907, in the small town of Brenham, Texas. For much of its early history, the company ma...",1907.0,"Brenham, Texas, U.S.",,"Over 1,000 (2018)",Over US$500 million (2018)  Estimated US$680 million (2014)
United States,Brewster Dairy,https://en.wikipedia.org/wiki/Brewster_Dairy,http://www.brewstercheese.com,,Confirmed,"Brewster Dairy is the largest manufacturer of ""All natural"" Swiss cheese in the U.S. and it is headquartered in Brewster, Ohio. The company has production facilities in Brewster, Ohio, as well as Stockton, Illinois and Rupert, Idaho. It manufactures approximately 85 million pounds of Swiss cheese an...",,,,,
United States,Byrne Dairy,https://en.wikipedia.org/wiki/Byrne_Dairy,,,Manual Check Required,"Byrne Dairy is a regional dairy company headquartered in Syracuse, New York. It was founded during the Great Depression in 1933, delivering milk bottles to New Yorkers by horse-wagons. The company is privately run and has expanded, distributing across the Upstate New York region, supplying many whol...",1933.0,"Syracuse, New York, U.S.",,,US$ 335.3 Million (2014)
United States,Cabot Creamery,https://en.wikipedia.org/wiki/Cabot_Creamery,http://www.cabotcheese.coop,,Confirmed,"The Cabot Creamery Cooperative is an American dairy agricultural marketing cooperative owned by Agri-Mark. The cooperative has a plant in Cabot, Vermont, but its administrative headquarters is in Waitsfield, Vermont.",1919.0,"Waitsfield, Vermont, United States",,,
United States,Cal-Maine,https://en.wikipedia.org/wiki/Cal-Maine,http://www.calmainefoods.com,,Confirmed,"Cal-Maine Foods, Inc. is an American fresh egg producer based in Ridgeland, Mississippi. As of 2024, it was the largest egg producer in the United States. Its eggs are sold under several different brand names, including Egg-Land's Best, Land O'Lakes, Farmhouse Eggs, Sunups, Sunny Meadow, and 4-Grain...",1957.0,"Ridgeland, Mississippi, U.S.",,"3,461 (May 30, 2020)",US$ 1.35 billion (2020)
United States,Cass-Clay,https://en.wikipedia.org/wiki/Cass-Clay,https://cassclay.com/,,Confirmed,"Cass-Clay Creamery is a creamery headquartered in Fargo, North Dakota. It was founded in 1934 in neighboring Moorhead, Minnesota. Its present-day headquarters are at 200 20th St North in Fargo. It manufactures dairy products such as milk, cream, butter, sour cream, cottage cheese, yogurt and ice cre...",1934.0,"Fargo, North Dakota, U.S.",Dairy,,
United States,Chaseholm Farm Creamery,https://en.wikipedia.org/wiki/Chaseholm_Farm_Creamery,http://www.cfcreamery.com/,,Confirmed,"The Chaseholm Farm Creamery is a 350-acre (140 ha) family-run farm in Pine Plains, New York, on the borders of Dutchess and Columbia Counties in New York's Hudson Valley, protected by the Columbia Land Conservancy. It works with many farms in the surrounding Hudson Valley as part of the local food m...",,,,,
United States,Clover Stornetta Farms,https://en.wikipedia.org/wiki/Clover_Stornetta_Farms,,,Manual Check Required,"Clover Sonoma, formerly Clover Stornetta Farms (and also Clover Organic Farms or simply, Clover), is a dairy company located in Sonoma County, California, along the Pacific coast in Northern California. It is a brand that has existed since the early 1900s, when the Petaluma Cooperative Creamery serv...",1916.0,"Petaluma, California, United States","Milk, ,, yogurt, ,, ice cream, ,, dairy products",,
United States,Cowgirl Creamery,https://en.wikipedia.org/wiki/Cowgirl_Creamery,,http://www.cowgirlcreamery.com/,Potential,"Cowgirl Creamery is a company located in Petaluma, California, which manufactures artisan cheeses. Founded in 1994, the company manufactures its own cheeses and sells other imported and domestic cheese and fine artisan foods. Its own cheeses include Red Hawk and Mt. Tam (named after Mount Tamalpais)...",,,,,
United States,Crystal Creamery,https://en.wikipedia.org/wiki/Crystal_Creamery,http://crystalcreamery.com,,Confirmed,"Crystal Creamery was founded in 1901 by George Knox in Sacramento, California, as Crystal Cream & Butter. In 1921, Crystal Cream & Butter was purchased by Carl Hansen, a Danish immigrant. The Hansen family led the company for the next 86 years and pioneered many new technologies, growing Crystal Cre...",1901.0,"Modesto, California",,,
United States,Cypress Point Creamery,https://en.wikipedia.org/wiki/Cypress_Point_Creamery,http://www.cypresspointcreamery.com,,Confirmed,"Cypress Point Creamery is a cheese producer in Hawthorne, Florida. It is owned by John and Nancy Mims who maintain a herd of 170 Jersey cows as well as some Brown Swiss cows. The operation is located 15 miles (24 kilometers) east of Gainesville and sells Gouda, Havarti, baby Swiss, and tomme cheeses...",,,,,
United States,Dairy Farmers of America,https://en.wikipedia.org/wiki/Dairy_Farmers_of_America,http://www.dfamilk.com/,,Confirmed,"Dairy Farmers of America Inc. (DFA) is a national milk marketing cooperative in the United States. DFA markets members' raw milk and sells milk and derivative products (dairy products, food components, ingredients and shelf-stable dairy products) to wholesale buyers both domestically and abroad. Net...",1998.0,"Kansas City, Kansas, United States",,"18,000",US$ 13.6 billion (2018) US$ 14.7 billion (2017)
